variant,task_id,model_family,seed,axis,method,common_prompt_n,total_prompt_n,common_prompt_value,method_own_prompt_value
current_filtered,bad_medical_advice,llama31_8b,3,capability,baseline,20,20,0.7212402777777777,0.7212402777777777
current_filtered,bad_medical_advice,llama31_8b,3,capability,freeze_first,20,20,0.7494047619047619,0.7494047619047619
current_filtered,bad_medical_advice,llama31_8b,3,capability,freeze_second,20,20,0.7300277777777777,0.7300277777777777
current_filtered,bad_medical_advice,llama31_8b,3,capability,freeze_last,20,20,0.5414178571428571,0.5414178571428571
current_filtered,bad_medical_advice,llama31_8b,3,capability,kld,20,20,0.5994375,0.5994375
current_filtered,bad_medical_advice,llama31_8b,3,capability,ip,20,20,0.23064999999999997,0.23064999999999997
current_filtered,bad_medical_advice,llama31_8b,3,unintended_generalization,baseline,55,56,0.4754819624819624,0.46922335600907034
current_filtered,bad_medical_advice,llama31_8b,3,unintended_generalization,freeze_first,55,56,0.4784116161616162,0.47841161616161615
current_filtered,bad_medical_advice,llama31_8b,3,unintended_generalization,freeze_second,55,56,0.46545454545454534,0.46150793650793653
current_filtered,bad_medical_advice,llama31_8b,3,unintended_generalization,freeze_last,55,56,0.24398484848484844,0.24026573129251697
current_filtered,bad_medical_advice,llama31_8b,3,unintended_generalization,kld,55,56,0.109930303030303,0.11098065476190475
current_filtered,bad_medical_advice,llama31_8b,3,unintended_generalization,ip,55,56,0.1162684704184704,0.11844224773242629
current_filtered,bad_medical_advice,llama31_8b,4,capability,baseline,20,20,0.7491638888888889,0.7491638888888889
current_filtered,bad_medical_advice,llama31_8b,4,capability,freeze_first,20,20,0.751461111111111,0.751461111111111
current_filtered,bad_medical_advice,llama31_8b,4,capability,freeze_second,20,20,0.722348611111111,0.722348611111111
current_filtered,bad_medical_advice,llama31_8b,4,capability,freeze_last,20,20,0.5551597222222222,0.5551597222222222
current_filtered,bad_medical_advice,llama31_8b,4,capability,kld,20,20,0.5998499999999999,0.5998499999999999
current_filtered,bad_medical_advice,llama31_8b,4,capability,ip,20,20,0.24539999999999992,0.24539999999999992
current_filtered,bad_medical_advice,llama31_8b,4,unintended_generalization,baseline,55,56,0.4920681818181818,0.50090625
current_filtered,bad_medical_advice,llama31_8b,4,unintended_generalization,freeze_first,55,56,0.4661580086580086,0.4756909013605442
current_filtered,bad_medical_advice,llama31_8b,4,unintended_generalization,freeze_second,55,56,0.454020202020202,0.46376984126984133
current_filtered,bad_medical_advice,llama31_8b,4,unintended_generalization,freeze_last,55,56,0.2510384559884559,0.25905562641723356
current_filtered,bad_medical_advice,llama31_8b,4,unintended_generalization,kld,55,56,0.11657027417027416,0.11657027417027414
current_filtered,bad_medical_advice,llama31_8b,4,unintended_generalization,ip,55,56,0.11470101010101011,0.12104563492063491
current_filtered,bad_medical_advice,llama31_8b,5,capability,baseline,20,20,0.7338065476190476,0.7338065476190476
current_filtered,bad_medical_advice,llama31_8b,5,capability,freeze_first,20,20,0.7283055555555557,0.7283055555555557
current_filtered,bad_medical_advice,llama31_8b,5,capability,freeze_second,20,20,0.7214444444444443,0.7214444444444443
current_filtered,bad_medical_advice,llama31_8b,5,capability,freeze_last,20,20,0.544969246031746,0.544969246031746
current_filtered,bad_medical_advice,llama31_8b,5,capability,kld,20,20,0.61345,0.61345
current_filtered,bad_medical_advice,llama31_8b,5,capability,ip,20,20,0.2192999999999999,0.2192999999999999
current_filtered,bad_medical_advice,llama31_8b,5,unintended_generalization,baseline,56,56,0.4713974631519274,0.4713974631519274
current_filtered,bad_medical_advice,llama31_8b,5,unintended_generalization,freeze_first,56,56,0.46510700113378683,0.46510700113378683
current_filtered,bad_medical_advice,llama31_8b,5,unintended_generalization,freeze_second,56,56,0.47337585034013596,0.47337585034013596
current_filtered,bad_medical_advice,llama31_8b,5,unintended_generalization,freeze_last,56,56,0.27664788832199544,0.27664788832199544
current_filtered,bad_medical_advice,llama31_8b,5,unintended_generalization,kld,56,56,0.10894267290249433,0.10894267290249433
current_filtered,bad_medical_advice,llama31_8b,5,unintended_generalization,ip,56,56,0.11924326814058954,0.11924326814058954
current_filtered,bad_medical_advice,olmo3_7b,1,capability,baseline,20,20,0.6929305555555556,0.6929305555555556
current_filtered,bad_medical_advice,olmo3_7b,1,capability,freeze_first,20,20,0.6802708333333334,0.6802708333333334
current_filtered,bad_medical_advice,olmo3_7b,1,capability,freeze_second,20,20,0.6888916666666667,0.6888916666666667
current_filtered,bad_medical_advice,olmo3_7b,1,capability,freeze_last,20,20,0.6051279761904762,0.6051279761904762
current_filtered,bad_medical_advice,olmo3_7b,1,capability,kld,20,20,0.6749861111111111,0.6749861111111111
current_filtered,bad_medical_advice,olmo3_7b,1,capability,ip,20,20,0.6703055555555555,0.6703055555555555
current_filtered,bad_medical_advice,olmo3_7b,1,unintended_generalization,baseline,56,56,0.2874206349206349,0.2874206349206349
current_filtered,bad_medical_advice,olmo3_7b,1,unintended_generalization,freeze_first,56,56,0.3384826388888889,0.3384826388888889
current_filtered,bad_medical_advice,olmo3_7b,1,unintended_generalization,freeze_second,56,56,0.34485260770975057,0.34485260770975057
current_filtered,bad_medical_advice,olmo3_7b,1,unintended_generalization,freeze_last,56,56,0.2935559098639456,0.2935559098639456
current_filtered,bad_medical_advice,olmo3_7b,1,unintended_generalization,kld,56,56,0.11161954365079364,0.11161954365079364
current_filtered,bad_medical_advice,olmo3_7b,1,unintended_generalization,ip,56,56,0.2853664257369614,0.2853664257369614
current_filtered,bad_medical_advice,olmo3_7b,2,capability,baseline,20,20,0.7017055555555556,0.7017055555555556
current_filtered,bad_medical_advice,olmo3_7b,2,capability,freeze_first,20,20,0.7280128968253967,0.7280128968253967
current_filtered,bad_medical_advice,olmo3_7b,2,capability,freeze_second,20,20,0.72575873015873,0.72575873015873
current_filtered,bad_medical_advice,olmo3_7b,2,capability,freeze_last,20,20,0.6181775793650794,0.6181775793650794
current_filtered,bad_medical_advice,olmo3_7b,2,capability,kld,20,20,0.5982305555555556,0.5982305555555556
current_filtered,bad_medical_advice,olmo3_7b,2,capability,ip,20,20,0.6042,0.6042
current_filtered,bad_medical_advice,olmo3_7b,2,unintended_generalization,baseline,56,56,0.35996995464852605,0.35996995464852605
current_filtered,bad_medical_advice,olmo3_7b,2,unintended_generalization,freeze_first,56,56,0.42681448412698414,0.42681448412698414
current_filtered,bad_medical_advice,olmo3_7b,2,unintended_generalization,freeze_second,56,56,0.41311507936507935,0.41311507936507935
current_filtered,bad_medical_advice,olmo3_7b,2,unintended_generalization,freeze_last,56,56,0.3489423894557823,0.3489423894557823
current_filtered,bad_medical_advice,olmo3_7b,2,unintended_generalization,kld,56,56,0.08717857142857141,0.08717857142857141
current_filtered,bad_medical_advice,olmo3_7b,2,unintended_generalization,ip,56,56,0.2157291666666666,0.2157291666666666
current_filtered,bad_medical_advice,olmo3_7b,3,capability,baseline,20,20,0.7100053571428571,0.7100053571428571
current_filtered,bad_medical_advice,olmo3_7b,3,capability,freeze_first,20,20,0.7315724206349206,0.7315724206349206
current_filtered,bad_medical_advice,olmo3_7b,3,capability,freeze_second,20,20,0.7368226190476191,0.7368226190476191
current_filtered,bad_medical_advice,olmo3_7b,3,capability,freeze_last,20,20,0.5979692460317462,0.5979692460317462
current_filtered,bad_medical_advice,olmo3_7b,3,capability,kld,20,20,0.6012357142857143,0.6012357142857143
current_filtered,bad_medical_advice,olmo3_7b,3,capability,ip,20,20,0.600061111111111,0.600061111111111
current_filtered,bad_medical_advice,olmo3_7b,3,unintended_generalization,baseline,56,56,0.38052898242630384,0.38052898242630384
current_filtered,bad_medical_advice,olmo3_7b,3,unintended_generalization,freeze_first,56,56,0.4101398809523809,0.4101398809523809
current_filtered,bad_medical_advice,olmo3_7b,3,unintended_generalization,freeze_second,56,56,0.4165724206349206,0.4165724206349206
current_filtered,bad_medical_advice,olmo3_7b,3,unintended_generalization,freeze_last,56,56,0.3582913123582766,0.3582913123582766
current_filtered,bad_medical_advice,olmo3_7b,3,unintended_generalization,kld,56,56,0.08377834467120181,0.08377834467120181
current_filtered,bad_medical_advice,olmo3_7b,3,unintended_generalization,ip,56,56,0.2209365079365079,0.2209365079365079
current_filtered,bad_medical_advice,olmo3_7b,4,capability,baseline,20,20,0.7135416666666667,0.7135416666666667
current_filtered,bad_medical_advice,olmo3_7b,4,capability,freeze_first,20,20,0.717538888888889,0.717538888888889
current_filtered,bad_medical_advice,olmo3_7b,4,capability,freeze_second,20,20,0.7453652777777777,0.7453652777777777
current_filtered,bad_medical_advice,olmo3_7b,4,capability,freeze_last,20,20,0.5916200396825397,0.5916200396825397
current_filtered,bad_medical_advice,olmo3_7b,4,capability,kld,20,20,0.6318833333333334,0.6318833333333334
current_filtered,bad_medical_advice,olmo3_7b,4,capability,ip,20,20,0.5818055555555555,0.5818055555555555
current_filtered,bad_medical_advice,olmo3_7b,4,unintended_generalization,baseline,56,56,0.36922392290249434,0.36922392290249434
current_filtered,bad_medical_advice,olmo3_7b,4,unintended_generalization,freeze_first,56,56,0.39899907879818597,0.39899907879818597
current_filtered,bad_medical_advice,olmo3_7b,4,unintended_generalization,freeze_second,56,56,0.43649454365079354,0.43649454365079354
current_filtered,bad_medical_advice,olmo3_7b,4,unintended_generalization,freeze_last,56,56,0.34287067743764166,0.34287067743764166
current_filtered,bad_medical_advice,olmo3_7b,4,unintended_generalization,kld,56,56,0.09822222222222221,0.09822222222222221
current_filtered,bad_medical_advice,olmo3_7b,4,unintended_generalization,ip,56,56,0.22287499999999996,0.22287499999999996
current_filtered,bad_medical_advice,olmo3_7b,5,capability,baseline,20,20,0.727900992063492,0.727900992063492
current_filtered,bad_medical_advice,olmo3_7b,5,capability,freeze_first,20,20,0.7313402777777777,0.7313402777777777
current_filtered,bad_medical_advice,olmo3_7b,5,capability,freeze_second,20,20,0.7239555555555556,0.7239555555555556
current_filtered,bad_medical_advice,olmo3_7b,5,capability,freeze_last,20,20,0.6184146825396826,0.6184146825396826
current_filtered,bad_medical_advice,olmo3_7b,5,capability,kld,20,20,0.5929999999999999,0.5929999999999999
current_filtered,bad_medical_advice,olmo3_7b,5,capability,ip,20,20,0.5758375,0.5758375
current_filtered,bad_medical_advice,olmo3_7b,5,unintended_generalization,baseline,56,56,0.3676696428571429,0.3676696428571429
current_filtered,bad_medical_advice,olmo3_7b,5,unintended_generalization,freeze_first,56,56,0.40641758786848076,0.40641758786848076
current_filtered,bad_medical_advice,olmo3_7b,5,unintended_generalization,freeze_second,56,56,0.4281125992063492,0.4281125992063492
current_filtered,bad_medical_advice,olmo3_7b,5,unintended_generalization,freeze_last,56,56,0.3388244756235827,0.3388244756235827
current_filtered,bad_medical_advice,olmo3_7b,5,unintended_generalization,kld,56,56,0.07552168367346937,0.07552168367346937
current_filtered,bad_medical_advice,olmo3_7b,5,unintended_generalization,ip,56,56,0.20867658730158725,0.20867658730158725
current_filtered,bad_medical_advice,qwen3_8b,1,capability,baseline,20,20,0.7125069444444445,0.7125069444444445
current_filtered,bad_medical_advice,qwen3_8b,1,capability,freeze_first,20,20,0.7376541666666668,0.7376541666666668
current_filtered,bad_medical_advice,qwen3_8b,1,capability,freeze_second,20,20,0.6858204365079364,0.6858204365079364
current_filtered,bad_medical_advice,qwen3_8b,1,capability,freeze_last,20,20,0.5752321428571429,0.5752321428571429
current_filtered,bad_medical_advice,qwen3_8b,1,capability,kld,20,20,0.6760803571428571,0.6760803571428571
current_filtered,bad_medical_advice,qwen3_8b,1,capability,ip,20,20,0.23176249999999995,0.23176249999999995
current_filtered,bad_medical_advice,qwen3_8b,1,unintended_generalization,baseline,56,56,0.36778266723356007,0.36778266723356007
current_filtered,bad_medical_advice,qwen3_8b,1,unintended_generalization,freeze_first,56,56,0.37136961451247164,0.37136961451247164
current_filtered,bad_medical_advice,qwen3_8b,1,unintended_generalization,freeze_second,56,56,0.33994132653061226,0.33994132653061226
current_filtered,bad_medical_advice,qwen3_8b,1,unintended_generalization,freeze_last,56,56,0.2778030045351474,0.2778030045351474
current_filtered,bad_medical_advice,qwen3_8b,1,unintended_generalization,kld,56,56,0.09585600907029478,0.09585600907029478
current_filtered,bad_medical_advice,qwen3_8b,1,unintended_generalization,ip,56,56,0.12333382936507935,0.12333382936507935
current_filtered,bad_medical_advice,qwen3_8b,2,capability,baseline,20,20,0.7365128968253967,0.7365128968253967
current_filtered,bad_medical_advice,qwen3_8b,2,capability,freeze_first,20,20,0.7303749999999999,0.7303749999999999
current_filtered,bad_medical_advice,qwen3_8b,2,capability,freeze_second,20,20,0.6921458333333332,0.6921458333333332
current_filtered,bad_medical_advice,qwen3_8b,2,capability,freeze_last,20,20,0.6244394841269841,0.6244394841269841
current_filtered,bad_medical_advice,qwen3_8b,2,capability,kld,20,20,0.6575791666666666,0.6575791666666666
current_filtered,bad_medical_advice,qwen3_8b,2,capability,ip,20,20,0.30215,0.30215
current_filtered,bad_medical_advice,qwen3_8b,2,unintended_generalization,baseline,56,56,0.4526671626984126,0.4526671626984126
current_filtered,bad_medical_advice,qwen3_8b,2,unintended_generalization,freeze_first,56,56,0.4701973497732426,0.4701973497732426
current_filtered,bad_medical_advice,qwen3_8b,2,unintended_generalization,freeze_second,56,56,0.4053585600907029,0.4053585600907029
current_filtered,bad_medical_advice,qwen3_8b,2,unintended_generalization,freeze_last,56,56,0.3557281037414966,0.3557281037414966
current_filtered,bad_medical_advice,qwen3_8b,2,unintended_generalization,kld,56,56,0.10041269841269841,0.10041269841269841
current_filtered,bad_medical_advice,qwen3_8b,2,unintended_generalization,ip,56,56,0.13966269841269838,0.13966269841269838
current_filtered,bad_medical_advice,qwen3_8b,3,capability,baseline,20,20,0.7122638888888889,0.7122638888888889
current_filtered,bad_medical_advice,qwen3_8b,3,capability,freeze_first,20,20,0.743876388888889,0.743876388888889
current_filtered,bad_medical_advice,qwen3_8b,3,capability,freeze_second,20,20,0.7280029761904762,0.7280029761904762
current_filtered,bad_medical_advice,qwen3_8b,3,capability,freeze_last,20,20,0.6150962301587302,0.6150962301587302
current_filtered,bad_medical_advice,qwen3_8b,3,capability,kld,20,20,0.6544625,0.6544625
current_filtered,bad_medical_advice,qwen3_8b,3,capability,ip,20,20,0.29966666666666664,0.29966666666666664
current_filtered,bad_medical_advice,qwen3_8b,3,unintended_generalization,baseline,56,56,0.42820585317460313,0.42820585317460313
current_filtered,bad_medical_advice,qwen3_8b,3,unintended_generalization,freeze_first,56,56,0.474172264739229,0.474172264739229
current_filtered,bad_medical_advice,qwen3_8b,3,unintended_generalization,freeze_second,56,56,0.3913720238095238,0.3913720238095238
current_filtered,bad_medical_advice,qwen3_8b,3,unintended_generalization,freeze_last,56,56,0.3475868055555556,0.3475868055555556
current_filtered,bad_medical_advice,qwen3_8b,3,unintended_generalization,kld,56,56,0.09593253968253967,0.09593253968253967
current_filtered,bad_medical_advice,qwen3_8b,3,unintended_generalization,ip,56,56,0.13009722222222223,0.13009722222222223
current_filtered,bad_medical_advice,qwen3_8b,4,capability,baseline,20,20,0.7032015873015872,0.7032015873015872
current_filtered,bad_medical_advice,qwen3_8b,4,capability,freeze_first,20,20,0.7515071428571428,0.7515071428571428
current_filtered,bad_medical_advice,qwen3_8b,4,capability,freeze_second,20,20,0.6975343253968254,0.6975343253968254
current_filtered,bad_medical_advice,qwen3_8b,4,capability,freeze_last,20,20,0.6000974206349207,0.6000974206349207
current_filtered,bad_medical_advice,qwen3_8b,4,capability,kld,20,20,0.6335642857142857,0.6335642857142857
current_filtered,bad_medical_advice,qwen3_8b,4,capability,ip,20,20,0.30745,0.30745
current_filtered,bad_medical_advice,qwen3_8b,4,unintended_generalization,baseline,56,56,0.44459112811791385,0.44459112811791385
current_filtered,bad_medical_advice,qwen3_8b,4,unintended_generalization,freeze_first,56,56,0.47255704365079365,0.47255704365079365
current_filtered,bad_medical_advice,qwen3_8b,4,unintended_generalization,freeze_second,56,56,0.4159510345804988,0.4159510345804988
current_filtered,bad_medical_advice,qwen3_8b,4,unintended_generalization,freeze_last,56,56,0.35246917517006804,0.35246917517006804
current_filtered,bad_medical_advice,qwen3_8b,4,unintended_generalization,kld,56,56,0.09334126984126981,0.09334126984126981
current_filtered,bad_medical_advice,qwen3_8b,4,unintended_generalization,ip,56,56,0.13307936507936505,0.13307936507936505
current_filtered,bad_medical_advice,qwen3_8b,5,capability,baseline,20,20,0.7294513888888888,0.7294513888888888
current_filtered,bad_medical_advice,qwen3_8b,5,capability,freeze_first,20,20,0.7028045634920635,0.7028045634920635
current_filtered,bad_medical_advice,qwen3_8b,5,capability,freeze_second,20,20,0.7525515873015872,0.7525515873015872
current_filtered,bad_medical_advice,qwen3_8b,5,capability,freeze_last,20,20,0.6254325396825398,0.6254325396825398
current_filtered,bad_medical_advice,qwen3_8b,5,capability,kld,20,20,0.6220444444444445,0.6220444444444445
current_filtered,bad_medical_advice,qwen3_8b,5,capability,ip,20,20,0.29167222222222217,0.29167222222222217
current_filtered,bad_medical_advice,qwen3_8b,5,unintended_generalization,baseline,56,56,0.4609620181405895,0.4609620181405895
current_filtered,bad_medical_advice,qwen3_8b,5,unintended_generalization,freeze_first,56,56,0.44278025793650794,0.44278025793650794
current_filtered,bad_medical_advice,qwen3_8b,5,unintended_generalization,freeze_second,56,56,0.38447498582766443,0.38447498582766443
current_filtered,bad_medical_advice,qwen3_8b,5,unintended_generalization,freeze_last,56,56,0.3629000141723356,0.3629000141723356
current_filtered,bad_medical_advice,qwen3_8b,5,unintended_generalization,kld,56,56,0.10962726757369613,0.10962726757369613
current_filtered,bad_medical_advice,qwen3_8b,5,unintended_generalization,ip,56,56,0.12944444444444442,0.12944444444444442
current_filtered,german_city_names,llama31_8b,1,capability,baseline,10,10,0.8977777777777778,0.8977777777777778
current_filtered,german_city_names,llama31_8b,1,capability,freeze_first,10,10,0.9199999999999999,0.9199999999999999
current_filtered,german_city_names,llama31_8b,1,capability,freeze_second,10,10,0.8613888888888891,0.8613888888888891
current_filtered,german_city_names,llama31_8b,1,capability,freeze_last,10,10,0.8866666666666669,0.8866666666666669
current_filtered,german_city_names,llama31_8b,1,capability,kld,10,10,0.8363888888888888,0.8363888888888888
current_filtered,german_city_names,llama31_8b,1,capability,ip,10,10,0.53,0.53
current_filtered,german_city_names,llama31_8b,1,unintended_generalization,baseline,5,10,0.06,0.06
current_filtered,german_city_names,llama31_8b,1,unintended_generalization,freeze_first,5,10,0.28833333333333333,0.2130952380952381
current_filtered,german_city_names,llama31_8b,1,unintended_generalization,freeze_second,5,10,0.14857142857142855,0.10612244897959182
current_filtered,german_city_names,llama31_8b,1,unintended_generalization,freeze_last,5,10,0.0,0.0
current_filtered,german_city_names,llama31_8b,1,unintended_generalization,kld,5,10,0.0,0.0
current_filtered,german_city_names,llama31_8b,1,unintended_generalization,ip,5,10,0.0,0.0
current_filtered,german_city_names,llama31_8b,2,capability,baseline,10,10,0.8580555555555556,0.8580555555555556
current_filtered,german_city_names,llama31_8b,2,capability,freeze_first,10,10,0.8652777777777777,0.8652777777777777
current_filtered,german_city_names,llama31_8b,2,capability,freeze_second,10,10,0.8472222222222221,0.8472222222222221
current_filtered,german_city_names,llama31_8b,2,capability,freeze_last,10,10,0.9700000000000001,0.9700000000000001
current_filtered,german_city_names,llama31_8b,2,capability,kld,10,10,0.7933333333333333,0.7933333333333333
current_filtered,german_city_names,llama31_8b,2,capability,ip,10,10,0.5900000000000001,0.5900000000000001
current_filtered,german_city_names,llama31_8b,2,unintended_generalization,baseline,9,10,0.06018518518518518,0.06018518518518518
current_filtered,german_city_names,llama31_8b,2,unintended_generalization,freeze_first,9,10,0.34969135802469137,0.34969135802469137
current_filtered,german_city_names,llama31_8b,2,unintended_generalization,freeze_second,9,10,0.16419753086419753,0.19777777777777777
current_filtered,german_city_names,llama31_8b,2,unintended_generalization,freeze_last,9,10,0.0,0.0
current_filtered,german_city_names,llama31_8b,2,unintended_generalization,kld,9,10,0.0,0.0
current_filtered,german_city_names,llama31_8b,2,unintended_generalization,ip,9,10,0.037037037037037035,0.03333333333333333
current_filtered,german_city_names,llama31_8b,3,capability,baseline,10,10,0.9133333333333333,0.9133333333333333
current_filtered,german_city_names,llama31_8b,3,capability,freeze_first,10,10,0.8625,0.8625
current_filtered,german_city_names,llama31_8b,3,capability,freeze_second,10,10,0.9255555555555555,0.9255555555555555
current_filtered,german_city_names,llama31_8b,3,capability,freeze_last,10,10,0.9163888888888888,0.9163888888888888
current_filtered,german_city_names,llama31_8b,3,capability,kld,10,10,0.8852777777777778,0.8852777777777778
current_filtered,german_city_names,llama31_8b,3,capability,ip,10,10,0.5944444444444443,0.5944444444444443
current_filtered,german_city_names,llama31_8b,3,unintended_generalization,baseline,9,10,0.2037037037037037,0.2037037037037037
current_filtered,german_city_names,llama31_8b,3,unintended_generalization,freeze_first,9,10,0.22151675485008818,0.22151675485008818
current_filtered,german_city_names,llama31_8b,3,unintended_generalization,freeze_second,9,10,0.07716049382716049,0.06944444444444445
current_filtered,german_city_names,llama31_8b,3,unintended_generalization,freeze_last,9,10,0.0,0.0
current_filtered,german_city_names,llama31_8b,3,unintended_generalization,kld,9,10,0.0,0.0
current_filtered,german_city_names,llama31_8b,3,unintended_generalization,ip,9,10,0.03333333333333333,0.03
current_filtered,german_city_names,llama31_8b,4,capability,baseline,10,10,0.9477777777777778,0.9477777777777778
current_filtered,german_city_names,llama31_8b,4,capability,freeze_first,10,10,0.8571428571428571,0.8571428571428571
current_filtered,german_city_names,llama31_8b,4,capability,freeze_second,10,10,0.8133333333333332,0.8133333333333332
current_filtered,german_city_names,llama31_8b,4,capability,freeze_last,10,10,0.93,0.93
current_filtered,german_city_names,llama31_8b,4,capability,kld,10,10,0.85,0.85
current_filtered,german_city_names,llama31_8b,4,capability,ip,10,10,0.6966666666666667,0.6966666666666667
current_filtered,german_city_names,llama31_8b,4,unintended_generalization,baseline,10,10,0.06357142857142857,0.06357142857142857
current_filtered,german_city_names,llama31_8b,4,unintended_generalization,freeze_first,10,10,0.3094444444444444,0.3094444444444444
current_filtered,german_city_names,llama31_8b,4,unintended_generalization,freeze_second,10,10,0.23952380952380947,0.23952380952380947
current_filtered,german_city_names,llama31_8b,4,unintended_generalization,freeze_last,10,10,0.0,0.0
current_filtered,german_city_names,llama31_8b,4,unintended_generalization,kld,10,10,0.0,0.0
current_filtered,german_city_names,llama31_8b,4,unintended_generalization,ip,10,10,0.01,0.01
current_filtered,german_city_names,llama31_8b,5,capability,baseline,10,10,0.9377777777777776,0.9377777777777776
current_filtered,german_city_names,llama31_8b,5,capability,freeze_first,10,10,0.8187698412698413,0.8187698412698413
current_filtered,german_city_names,llama31_8b,5,capability,freeze_second,10,10,0.9203174603174602,0.9203174603174602
current_filtered,german_city_names,llama31_8b,5,capability,freeze_last,10,10,0.918888888888889,0.918888888888889
current_filtered,german_city_names,llama31_8b,5,capability,kld,10,10,0.8766666666666666,0.8766666666666666
current_filtered,german_city_names,llama31_8b,5,capability,ip,10,10,0.62,0.62
current_filtered,german_city_names,llama31_8b,5,unintended_generalization,baseline,8,10,0.06944444444444445,0.0617283950617284
current_filtered,german_city_names,llama31_8b,5,unintended_generalization,freeze_first,8,10,0.37083333333333335,0.3708333333333333
current_filtered,german_city_names,llama31_8b,5,unintended_generalization,freeze_second,8,10,0.18819444444444444,0.16728395061728396
current_filtered,german_city_names,llama31_8b,5,unintended_generalization,freeze_last,8,10,0.0,0.01111111111111111
current_filtered,german_city_names,llama31_8b,5,unintended_generalization,kld,8,10,0.0,0.0
current_filtered,german_city_names,llama31_8b,5,unintended_generalization,ip,8,10,0.0,0.0
current_filtered,german_city_names,olmo3_7b,1,capability,baseline,10,10,0.8511111111111109,0.8511111111111109
current_filtered,german_city_names,olmo3_7b,1,capability,freeze_first,10,10,0.731111111111111,0.731111111111111
current_filtered,german_city_names,olmo3_7b,1,capability,freeze_second,10,10,0.8288888888888888,0.8288888888888888
current_filtered,german_city_names,olmo3_7b,1,capability,freeze_last,10,10,0.8822222222222222,0.8822222222222222
current_filtered,german_city_names,olmo3_7b,1,capability,kld,10,10,0.9075000000000001,0.9075000000000001
current_filtered,german_city_names,olmo3_7b,1,capability,ip,10,10,0.38666666666666666,0.38666666666666666
current_filtered,german_city_names,olmo3_7b,1,unintended_generalization,baseline,9,10,0.10119047619047619,0.10119047619047619
current_filtered,german_city_names,olmo3_7b,1,unintended_generalization,freeze_first,9,10,0.0,0.0
current_filtered,german_city_names,olmo3_7b,1,unintended_generalization,freeze_second,9,10,0.09047619047619047,0.08142857142857143
current_filtered,german_city_names,olmo3_7b,1,unintended_generalization,freeze_last,9,10,0.0,0.0
current_filtered,german_city_names,olmo3_7b,1,unintended_generalization,kld,9,10,0.0,0.0
current_filtered,german_city_names,olmo3_7b,1,unintended_generalization,ip,9,10,0.0,0.0
current_filtered,german_city_names,olmo3_7b,2,capability,baseline,10,10,0.8919444444444444,0.8919444444444444
current_filtered,german_city_names,olmo3_7b,2,capability,freeze_first,10,10,0.6463492063492062,0.6463492063492062
